sport,slateDate,commenceTime,matchup,predictedWinner,winner,score,winProbabilityPct,marketProb,marketEdge,marketDelta,marketGap,bookDivergence,reversalCount,movementPerReversal,runLineMoveAbs,bookAgreement,bookDivergenceFlag,runLineMove,runLineAligned,unconfirmedRunLine,steam,steamAligned,resistance,compressedMarket,missingFundamentals,lowPullDepth,favoriteRisk,opponentFavored,highReversalDirectional,highReversalWeak,selectedUnderdog,selectedFavorite,underdogPositiveMove,underdogEdgeImproving,favoriteFlatMoveRisk,favoriteCompressedRisk,lean,passTier,label
mlb,2026-07-01,2026-07-02T00:11:00Z,Cincinnati Reds at Milwaukee Brewers,Milwaukee Brewers,Milwaukee Brewers,38.28,27.36,0.64804,0.29607999999999995,0.01312,0.29609,0.02204,6.0,0.0021866666666666666,6.818,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
mlb,2026-07-01,2026-07-02T00:11:00Z,Minnesota Twins at Houston Astros,Minnesota Twins,Minnesota Twins,100.0,95.0,0.86135,0.7226999999999999,0.41427,0.7227,0.02681,1.0,0.41427,83.625,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-02T00:41:00Z,Miami Marlins at Colorado Rockies,Miami Marlins,Colorado Rockies,46.79,43.35,0.55586,0.11172000000000004,0.02173,0.11172,0.01518,5.0,0.004346,12.364,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
mlb,2026-07-01,2026-07-02T01:41:00Z,San Francisco Giants at Arizona Diamondbacks,Arizona Diamondbacks,San Francisco Giants,47.08,43.95,0.54642,0.09284000000000003,0.00654,0.09284,0.04641,0.0,0.00654,24.455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
mlb,2026-07-01,2026-07-02T01:41:00Z,Los Angeles Dodgers at Athletics,Athletics,Athletics,67.58,81.23,0.42152,-0.15696,0.02304,0.15697,0.03933,0.0,0.02304,12.818,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-01T22:41:00Z,Pittsburgh Pirates at Philadelphia Phillies,Philadelphia Phillies,Philadelphia Phillies,99.74,95.0,0.66628,0.33255999999999997,0.12609,0.33256,0.05572,7.0,0.018012857142857143,125.205,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-01T23:16:00Z,St. Louis Cardinals at Atlanta Braves,St. Louis Cardinals,Atlanta Braves,51.15,52.39,0.48738,-0.025239999999999985,0.0015,0.02523,0.01258,1.0,0.0015,23.044,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-07-01,2026-07-01T23:16:00Z,St. Louis Cardinals at Atlanta Braves,Atlanta Braves,Atlanta Braves,100.0,95.0,0.62816,0.25632000000000005,0.07763,0.25633,0.04883,1.0,0.07763,68.409,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-02T00:11:00Z,Cincinnati Reds at Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,60.19,70.04,0.54221,0.08442,0.13314,0.08443,0.28127,2.0,0.06657,68.25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
mlb,2026-07-01,2026-07-01T19:28:00Z,New York Mets at Toronto Blue Jays,Toronto Blue Jays,Toronto Blue Jays,100.0,95.0,0.97115,0.9422999999999999,0.46302,0.9423,0.0,0.0,0.46302,176.364,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-01T18:21:00Z,San Diego Padres at Chicago Cubs,Chicago Cubs,Chicago Cubs,100.0,95.0,0.97115,0.9422999999999999,0.44083,0.9423,0.0,0.0,0.44083,37.273,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-01T17:39:00Z,Detroit Tigers at New York Yankees,New York Yankees,Detroit Tigers,96.41,95.0,0.75989,0.5197799999999999,0.19644,0.51978,0.22589,1.0,0.19644,490.109,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-07-01,2026-07-01T17:36:00Z,Washington Nationals at Boston Red Sox,Washington Nationals,Washington Nationals,98.66,95.0,0.98067,0.9613400000000001,0.55308,0.96135,0.0,0.0,0.55308,53.636,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-01T17:11:00Z,Texas Rangers at Cleveland Guardians,Cleveland Guardians,Cleveland Guardians,100.0,95.0,0.8661,0.7322,0.33466,0.73219,0.04984,0.0,0.33466,164.648,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-07-01,2026-07-01T16:36:00Z,Chicago White Sox at Baltimore Orioles,Baltimore Orioles,Baltimore Orioles,100.0,95.0,0.7848,0.5696000000000001,0.20439,0.5696,0.16578,0.0,0.20439,136.773,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-07-01T01:40:10Z,Los Angeles Dodgers at Athletics,Los Angeles Dodgers,Los Angeles Dodgers,69.8,83.89,0.60189,0.20378000000000002,0.00036,0.20377,0.01334,0.0,0.00036,0.909,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-07-01T01:40:22Z,San Francisco Giants at Arizona Diamondbacks,Arizona Diamondbacks,Arizona Diamondbacks,66.8,80.22,0.54689,0.09377999999999997,0.00701,0.09378,0.01024,0.0,0.00701,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-07-01T01:41:00Z,Los Angeles Angels at Seattle Mariners,Seattle Mariners,Seattle Mariners,80.19,92.52,0.62703,0.25405999999999995,0.01218,0.25407,0.00577,0.0,0.01218,6.273,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-06-30T23:06:00Z,Detroit Tigers at New York Yankees,New York Yankees,Detroit Tigers,96.41,95.0,0.75989,0.5197799999999999,0.19644,0.51978,0.22589,1.0,0.19644,490.109,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-30,2026-06-30T23:08:00Z,New York Mets at Toronto Blue Jays,Toronto Blue Jays,New York Mets,100.0,95.0,0.97115,0.9422999999999999,0.46302,0.9423,0.0,0.0,0.46302,176.364,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-30,2026-06-30T23:11:00Z,Washington Nationals at Boston Red Sox,Washington Nationals,Washington Nationals,98.66,95.0,0.98067,0.9613400000000001,0.55308,0.96135,0.0,0.0,0.55308,53.636,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-06-30T23:16:00Z,St. Louis Cardinals at Atlanta Braves,Atlanta Braves,St. Louis Cardinals,52.47,55.13,0.55372,0.10743999999999998,0.00318,0.10744,0.01863,1.0,0.00318,0.364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-30,2026-06-30T23:41:00Z,Cincinnati Reds at Milwaukee Brewers,Milwaukee Brewers,Milwaukee Brewers,50.02,50.04,0.59426,0.18852000000000002,0.00333,0.18852,0.01171,2.0,0.001665,4.636,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-06-30T23:41:00Z,Tampa Bay Rays at Kansas City Royals,Tampa Bay Rays,Tampa Bay Rays,93.76,95.0,0.5768,0.15359999999999996,0.03139,0.15361,0.01228,0.0,0.03139,11.273,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-07-01T00:06:00Z,San Diego Padres at Chicago Cubs,Chicago Cubs,Chicago Cubs,100.0,95.0,0.97115,0.9422999999999999,0.44083,0.9423,0.0,0.0,0.44083,37.273,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-07-01T00:11:00Z,Minnesota Twins at Houston Astros,Houston Astros,Houston Astros,71.47,85.68,0.56413,0.12826000000000004,0.01121,0.12826,0.00803,0.0,0.01121,5.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-07-01T00:41:00Z,Miami Marlins at Colorado Rockies,Miami Marlins,Miami Marlins,47.86,45.55,0.57362,0.14724000000000004,-0.00454,0.14725,0.02379,1.0,0.00454,39.545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
mlb,2026-06-30,2026-06-30T22:36:00Z,Chicago White Sox at Baltimore Orioles,Baltimore Orioles,Chicago White Sox,100.0,95.0,0.7848,0.5696000000000001,0.20439,0.5696,0.16578,0.0,0.20439,136.773,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-30,2026-06-30T22:41:00Z,Texas Rangers at Cleveland Guardians,Cleveland Guardians,Texas Rangers,100.0,95.0,0.8661,0.7322,0.33466,0.73219,0.04984,0.0,0.33466,164.648,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-30,2026-06-30T22:41:00Z,Pittsburgh Pirates at Philadelphia Phillies,Philadelphia Phillies,Philadelphia Phillies,54.37,59.0,0.56821,0.13641999999999999,0.0046,0.13643,0.01478,0.0,0.0046,3.818,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-06-30T22:41:00Z,Texas Rangers at Cleveland Guardians,Texas Rangers,Texas Rangers,54.49,59.25,0.53291,0.06581999999999999,0.01571,0.06582,0.01336,4.0,0.0039275,9.455,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-06-30T23:06:00Z,Detroit Tigers at New York Yankees,Detroit Tigers,Detroit Tigers,70.95,85.14,0.48798,-0.024040000000000006,0.0434,0.02405,0.02268,2.0,0.0217,181.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-06-30T23:08:00Z,New York Mets at Toronto Blue Jays,New York Mets,New York Mets,62.61,74.09,0.50677,0.013540000000000052,0.04211,0.01353,0.02704,3.0,0.014036666666666668,181.818,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
mlb,2026-06-30,2026-06-30T23:16:00Z,St. Louis Cardinals at Atlanta Braves,St. Louis Cardinals,St. Louis Cardinals,72.02,86.24,0.43062,-0.13876,0.02289,0.13876,0.01445,1.0,0.02289,11.636,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-30,2026-06-30T23:41:00Z,Tampa Bay Rays at Kansas City Royals,Kansas City Royals,Tampa Bay Rays,57.59,65.31,0.48086,-0.038280000000000036,0.00831,0.03828,0.01242,2.0,0.004155,8.818,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
mlb,2026-06-30,2026-07-01T00:41:00Z,Miami Marlins at Colorado Rockies,Colorado Rockies,Miami Marlins,76.78,90.31,0.44792,-0.10416000000000003,0.02672,0.10415,0.01245,1.0,0.02672,12.091,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-29,2026-06-30T01:41:00Z,San Francisco Giants at Arizona Diamondbacks,Arizona Diamondbacks,Arizona Diamondbacks,55.88,62.01,0.50696,0.013919999999999988,0.00587,0.01391,0.01614,0.0,0.00587,157.068,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
mlb,2026-06-29,2026-06-30T01:41:00Z,Los Angeles Dodgers at Athletics,Los Angeles Dodgers,Los Angeles Dodgers,97.51,95.0,0.61363,0.22726000000000002,0.03722,0.22725,0.01916,0.0,0.03722,198.182,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-29,2026-06-30T01:41:00Z,Los Angeles Angels at Seattle Mariners,Seattle Mariners,Seattle Mariners,77.21,90.61,0.62703,0.25405999999999995,0.01218,0.25407,0.00577,0.0,0.01218,6.273,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
mlb,2026-06-29,2026-06-29T23:08:00Z,New York Mets at Toronto Blue Jays,Toronto Blue Jays,Toronto Blue Jays,100.0,95.0,0.88119,0.7623800000000001,0.34263,0.76238,0.07586,1.0,0.34263,6118.159,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-29,2026-06-29T23:10:00Z,Detroit Tigers at New York Yankees,Detroit Tigers,Detroit Tigers,100.0,95.0,0.9685,0.937,0.53728,0.937,0.0,4.0,0.13432,14.273,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-29,2026-06-29T23:11:00Z,Washington Nationals at Boston Red Sox,Boston Red Sox,Boston Red Sox,100.0,95.0,0.9775,0.9550000000000001,0.35891,0.95499,0.01269,4.0,0.0897275,1915.545,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-29,2026-06-29T23:11:00Z,Texas Rangers at Cleveland Guardians,Texas Rangers,Texas Rangers,100.0,95.0,0.83133,0.66266,0.40324,0.66265,0.05129,2.0,0.20162,482.966,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-29,2026-06-29T23:41:00Z,Cincinnati Reds at Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,100.0,95.0,0.69006,0.38012,0.2721,0.38012,0.169,4.0,0.068025,101.398,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-29,2026-06-30T00:06:00Z,San Diego Padres at Chicago Cubs,San Diego Padres,Chicago Cubs,24.16,10.4,0.47428,-0.051439999999999986,0.05769,0.05144,0.15347,4.0,0.0144225,23.216,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
mlb,2026-06-29,2026-06-30T00:11:00Z,Minnesota Twins at Houston Astros,Minnesota Twins,Minnesota Twins,100.0,95.0,0.8157,0.6314,0.36945,0.6314,0.03434,2.0,0.184725,50.825,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mlb,2026-06-29,2026-06-30T00:41:00Z,Miami Marlins at Colorado Rockies,Colorado Rockies,Miami Marlins,100.0,95.0,0.62654,0.25307999999999997,0.18066,0.25309,0.03059,1.0,0.18066,210.455,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mlb,2026-06-29,2026-06-30T01:41:00Z,Los Angeles Dodgers at Athletics,Athletics,Los Angeles Dodgers,43.67,37.11,0.47834,-0.043320000000000025,0.00407,0.04333,0.0105,2.0,0.002035,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
mlb,2026-06-29,2026-06-30T01:41:00Z,Los Angeles Angels at Seattle Mariners,Los Angeles Angels,Seattle Mariners,44.03,37.81,0.35738,-0.28524,0.01677,0.28523,0.01297,2.0,0.008385,11.455,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
mlb,2026-06-29,2026-06-29T22:36:00Z,Chicago White Sox at Baltimore Orioles,Baltimore Orioles,Chicago White Sox,0.0,5.0,0.55121,0.10241999999999996,0.00059,0.10242,0.04898,8.0,7.375e-05,14.114,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
mlb,2026-06-29,2026-06-29T22:41:00Z,Pittsburgh Pirates at Philadelphia Phillies,Pittsburgh Pirates,Pittsburgh Pirates,100.0,95.0,0.90276,0.80552,0.41295,0.80553,0.19169,9.0,0.04588333333333333,61.788,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
